u v
3.426853707414829198e-01 6.284398594819815553e-01
3.418623307879481432e-01 6.292585170340680989e-01
3.406813627254508536e-01 6.304003087235912073e-01
3.398138273747204341e-01 6.312625250501001650e-01
3.386773547094187875e-01 6.323611970130595950e-01
3.377657462384506815e-01 6.332665330661322312e-01
3.366733466933867214e-01 6.343225255598002876e-01
3.357180932940886375e-01 6.352705410821642973e-01
3.346693386773546552e-01 6.362842956468990341e-01
3.336708740919701599e-01 6.372745490981963634e-01
3.326653306613226446e-01 6.382465086239976770e-01
3.316240938595820253e-01 6.392785571142284295e-01
3.306613226452905785e-01 6.402091659011808211e-01
3.295777575377265567e-01 6.412825651302604957e-01
3.286573146292585124e-01 6.421722689437021625e-01
3.275318698119312755e-01 6.432865731462925618e-01
3.266533066132264462e-01 6.441358192674243588e-01
3.254864351398200073e-01 6.452905811623246279e-01
3.246492985971943801e-01 6.460998184348613060e-01
3.234414577750337472e-01 6.472945891783568051e-01
3.226452905811623140e-01 6.480642680517362253e-01
3.213969417881957780e-01 6.492985971943887602e-01
3.206412825651302478e-01 6.500291697639775101e-01
3.193528910853378200e-01 6.513026052104208263e-01
3.186372745490981817e-01 6.519945252550933823e-01
3.173093094241339895e-01 6.533066132264528925e-01
3.166332665330661156e-01 6.539603362438688450e-01
3.152662004282418273e-01 6.553106212424848476e-01
3.146292585170340494e-01 6.559266044823439668e-01
3.132235675999996416e-01 6.573146292585170247e-01
3.126252505010019833e-01 6.578933317540347492e-01
3.111814143316952719e-01 6.593186372745490909e-01
3.106212424849699172e-01 6.598605198723620502e-01
3.091397439155875726e-01 6.613226452905811570e-01
3.086172344689378511e-01 6.618281706792650265e-01
3.070985595528398782e-01 6.633266533066133341e-01
3.066132264529057849e-01 6.637962860439754476e-01
3.050578643614966223e-01 6.653306613226452892e-01
3.046092184368737188e-01 6.657648678619270122e-01
3.030176613836231825e-01 6.673346693386772444e-01
3.026052104208416527e-01 6.677339180537924523e-01
3.009779535917050941e-01 6.693386773547093105e-01
3.006012024048095865e-01 6.697034385646234433e-01
2.989387438943990061e-01 6.713426853707413766e-01
2.985971943887775204e-01 6.716734313630887687e-01
2.969000351417048211e-01 6.733466933867733317e-01
2.965931863727454543e-01 6.736438984407930874e-01
2.948618301296292987e-01 6.753507014028055089e-01
2.945891783567133881e-01 6.756148418116699750e-01
2.928241316043974085e-01 6.773547094188375750e-01
2.925851703406813220e-01 6.775862635114414667e-01
2.907869422662613390e-01 6.793587174348696411e-01
2.905811623246492559e-01 6.795581655971337787e-01
2.887502647729517369e-01 6.813627254509018183e-01
2.885771543086171897e-01 6.815305501466450977e-01
2.867141017428097571e-01 6.833667334669336624e-01
2.865731462925851236e-01 6.835034192583587798e-01
2.846784557576354513e-01 6.853707414829657285e-01
2.845691382765530575e-01 6.854767750507971824e-01
2.826433293652791945e-01 6.873747494989979057e-01
2.825651302605209914e-01 6.874506196623118015e-01
2.806087250820079038e-01 6.893787575150299718e-01
2.805611222444889807e-01 6.894249552508049383e-01
2.785746453946656431e-01 6.913827655310620379e-01
2.785571142284569146e-01 6.913997839934821199e-01
2.765531062124248485e-01 6.933739842812056686e-01
2.765403031267159029e-01 6.933867735470941041e-01
2.745490981963927823e-01 6.953470869532356602e-01
2.745053479422581710e-01 6.953907815631261702e-01
2.725450901803607162e-01 6.973207324288254183e-01
2.724709257432808562e-01 6.973947895791582363e-01
2.705410821643286501e-01 6.992949231824624468e-01
2.704370408420195826e-01 6.993987975951903024e-01
2.685370741482965840e-01 7.012696617184196457e-01
2.684036974584032564e-01 7.014028056112224796e-01
2.665330661322645178e-01 7.032449505701746650e-01
2.663708997262212996e-01 7.034068136272544347e-01
2.645290581162324517e-01 7.052207922998818823e-01
2.643386516988251445e-01 7.054108216432865008e-01
2.625250501002003856e-01 7.071971894978957840e-01
2.623069573544075106e-01 7.074148296593185670e-01
2.605210420841683194e-01 7.091741447823384226e-01
2.602758206008966568e-01 7.094188376753507441e-01
2.585170340681362533e-01 7.111516607987080629e-01
2.582452452804985255e-01 7.114228456913826992e-01
2.565130260521041872e-01 7.131297402195255764e-01
2.562152351739182543e-01 7.134268537074147654e-01
2.545090180360721210e-01 7.151083857440143632e-01
2.541857940042882014e-01 7.154308617234468315e-01
2.525050100200400549e-01 7.170876000978119169e-01
2.521569254408270178e-01 7.174348697394788976e-01
2.505010020040079888e-01 7.190673860327091438e-01
2.501286331022546383e-01 7.194388777555109638e-01
2.484969939879759226e-01 7.210477463264162168e-01
2.481009205599798151e-01 7.214428857715430299e-01
2.464929859719438565e-01 7.230286837823525214e-01
2.460737913410840083e-01 7.234468937875750960e-01
2.444889779559117904e-01 7.250102012294580289e-01
2.440472489311138193e-01 7.254509018036071621e-01
2.424849699398797520e-01 7.269923015220240980e-01
2.420212967767016998e-01 7.274549098196392283e-01
2.404809619238476859e-01 7.289749875395448164e-01
2.399959382880258174e-01 7.294589178356712944e-01
2.384769539078156197e-01 7.309582621865829966e-01
2.379711768411239825e-01 7.314629258517033605e-01
2.364729458917835814e-01 7.329421283926522701e-01
2.359470157800724333e-01 7.334669338677354267e-01
2.344689378757514875e-01 7.349265891121165017e-01
2.339234584190422461e-01 7.354709418837674928e-01
2.324649298597194214e-01 7.369116473240973075e-01
2.319005080442394229e-01 7.374749498997995589e-01
2.304609218436873830e-01 7.388973060323993369e-01
2.298781679157427260e-01 7.394789579158316251e-01
2.284569138276553169e-01 7.408835682654431043e-01
2.278564412692424823e-01 7.414829659318636912e-01
2.264529058116232230e-01 7.428704370762104769e-01
2.258353313176923172e-01 7.434869739478957573e-01
2.244488977955911291e-01 7.448579155422000442e-01
2.238148412528788989e-01 7.454909819639278235e-01
2.224448897795590907e-01 7.468460067653898138e-01
2.217949742469140229e-01 7.474949899799598896e-01
2.204408817635269968e-01 7.488347138722121210e-01
2.197757334536606377e-01 7.494989979959919557e-01
2.184368737474949862e-01 7.508240400135322012e-01
2.177571220100913418e-01 7.515030060120240218e-01
2.164328657314629201e-01 7.528139883646383090e-01
2.157391430375902031e-01 7.535070140280560880e-01
2.144288577154308539e-01 7.548045621252363890e-01
2.137217996431985401e-01 7.555110220440881541e-01
2.124248496993987878e-01 7.567957645194531846e-01
2.117050949208116872e-01 7.575150300601202202e-01
2.104208416833667217e-01 7.587875987958435653e-01
2.096890319523274648e-01 7.595190380761522864e-01
2.084168336673346555e-01 7.607800682274070692e-01
2.076736138087540984e-01 7.615230460921843525e-01
2.064128256513025894e-01 7.627731761116065545e-01
2.056588435512770874e-01 7.635270541082164186e-01
2.044088176352705233e-01 7.647669257703956225e-01
2.036447242322896867e-01 7.655310621242484848e-01
2.024048096192384572e-01 7.667613205502492590e-01
2.016312588963908303e-01 7.675350701402805509e-01
2.004008016032063910e-01 7.687563638221998064e-01
1.996184505813504428e-01 7.695390781563125060e-01
1.983967935871743249e-01 7.707520589818787071e-01
1.976063023190470225e-01 7.715430861723445721e-01
1.963927855711422588e-01 7.727484094495613576e-01
1.955948171363780519e-01 7.735470941883766383e-01
1.943887775551101926e-01 7.747454186702193990e-01
1.935839980561473994e-01 7.755511022044087044e-01
1.923847695390781265e-01 7.767430901135734533e-01
1.915738480979275460e-01 7.775551102204407705e-01
1.903807615230460881e-01 7.787414272741535193e-01
1.895643702789027718e-01 7.795591182364728366e-01
1.883767535070140220e-01 7.807404336713626991e-01
1.875555676146923589e-01 7.815631262525049028e-01
1.863727454909819559e-01 7.827401128495439231e-01
1.855474431201554752e-01 7.835671342685369689e-01
1.843687374749498897e-01 7.847404683780521140e-01
1.835399998101795993e-01 7.855711422845690350e-01
1.823647294589178236e-01 7.867415038513307923e-01
1.815332407004539572e-01 7.875751503006011012e-01
1.803607214428857575e-01 7.887432228889907915e-01
1.795271688082275552e-01 7.895791583166331673e-01
1.783567134268536913e-01 7.907456291358951894e-01
1.775217871530548330e-01 7.915831663326652334e-01
1.763527054108216252e-01 7.927487262622470165e-01
1.755170987575281616e-01 7.935871743486972996e-01
1.743486973947895591e-01 7.947525179636808490e-01
1.735131066479987105e-01 7.955911823647293657e-01
1.723446893787574929e-01 7.967570079613592871e-01
1.715098138552877960e-01 7.975951903807614318e-01
1.703406813627254268e-01 7.987622000020732083e-01
1.695072234153853219e-01 7.995991983967934980e-01
1.683366733466933607e-01 8.007680978583446851e-01
1.675053383701421983e-01 8.016032064128255641e-01
1.663326653306613223e-01 8.027747053285370082e-01
1.655041617679497701e-01 8.036072144288576302e-01
1.643286573146292562e-01 8.047820262369644873e-01
1.635036966644149159e-01 8.056112224448896963e-01
1.623246492985971901e-01 8.067900644340113558e-01
1.615039461230236006e-01 8.076152304609217625e-01
1.603206412825651239e-01 8.087988237962498994e-01
1.595049132157995708e-01 8.096192384769538286e-01
1.583166332665330578e-01 8.108083082265675756e-01
1.575066010239532521e-01 8.116232464929858947e-01
1.563126252505009917e-01 8.128185216542931357e-01
1.555090126385260119e-01 8.136272545090179609e-01
1.543086172344689255e-01 8.148294680353326269e-01
1.535121511610262890e-01 8.156312625250500270e-01
1.523046092184368594e-01 8.168411513523050616e-01
1.515160197040605061e-01 8.176352705410820931e-01
1.503006012024047933e-01 8.188535756146853029e-01
1.495206213919561544e-01 8.196392785571140482e-01
1.482965931863727271e-01 8.208667448589503923e-01
1.475259593613814368e-01 8.216432865731462254e-01
1.462925851703406610e-01 8.228806631487302070e-01
1.455320367619559463e-01 8.236472945891784025e-01
1.442885771543085949e-01 8.248953345749625576e-01
1.435388567568587903e-01 8.256513026052103577e-01
1.422845691382765287e-01 8.269107632560546151e-01
1.415464225234293050e-01 8.276553106212423128e-01
1.402805611222444904e-01 8.289269533380463351e-01
1.395547372537626063e-01 8.296593186372744899e-01
1.382765531062124242e-01 8.309439089947803225e-01
1.375638041553001456e-01 8.316633266533065560e-01
1.362725450901803581e-01 8.329616344280762474e-01
1.355736264514158240e-01 8.336673346693386222e-01
1.342685370741482920e-01 8.349801338679103679e-01
1.335842073819942522e-01 8.356713426853706883e-01
1.322645290581162258e-01 8.369994115725982731e-01
1.315955502040071501e-01 8.376753507014027544e-01
1.302605210420841597e-01 8.390194718289856191e-01
1.296076581920822535e-01 8.396793587174348206e-01
1.282565130260520936e-01 8.410403189526405310e-01
1.276205346390678619e-01 8.416833667334668867e-01
1.262525050100200275e-01 8.430619572880535539e-01
1.256341828565926688e-01 8.436873747494990639e-01
1.242484969939879613e-01 8.450843912088412679e-01
1.236486061756192911e-01 8.456913827655310190e-01
1.222444889779558952e-01 8.471076251179560090e-01
1.216638079469945788e-01 8.476953907815630851e-01
1.202404809619238429e-01 8.491316634479004755e-01
1.196797915419933467e-01 8.496993987975951512e-01
1.182364729458917629e-01 8.511565106609474407e-01
1.176965603528567494e-01 8.517034068136272174e-01
1.162324649298596968e-01 8.531821712493650178e-01
1.157141177933274367e-01 8.537074148296592835e-01
1.142284569138276584e-01 8.552086497356464756e-01
1.137324672991770202e-01 8.557114228456913496e-01
1.122244488977955645e-01 8.572359506727478262e-01
1.117516123287310981e-01 8.577154308617234157e-01
1.102204408817635123e-01 8.592640786443275225e-01
1.097715563633862162e-01 8.597194388777555929e-01
1.082164328657314600e-01 8.612930382649941485e-01
1.077923029081243322e-01 8.617234468937875480e-01
1.062124248496993939e-01 8.633228341805592176e-01
1.058138554920204505e-01 8.637274549098196141e-01
1.042084168336673278e-01 8.653534710682948550e-01
1.038362176687459698e-01 8.657314629258516803e-01
1.022044088176352616e-01 8.673849536371970315e-01
1.018593930170652306e-01 8.677354709418838574e-01
1.002004008016031955e-01 8.694172866282560141e-01
9.988338514132970303e-02 8.697394789579158125e-01
9.819639278557112938e-02 8.714504748147304802e-01
9.790819767196422274e-02 8.717434869739478787e-01
9.619238476953906325e-02 8.734845230024291807e-01
9.593383426594938312e-02 8.737474949899798338e-01
9.418837675350701100e-02 8.755194360299958234e-01
9.396029860729804284e-02 8.757515030060118999e-01
9.218436873747494487e-02 8.775552187692036155e-01
9.198759440752768413e-02 8.777555110220439660e-01
9.018036072144287874e-02 8.795918761252518037e-01
9.001572540612694240e-02 8.797595190380760322e-01
8.817635270541081260e-02 8.816294130370700977e-01
8.804469537101612675e-02 8.817635270541080983e-01
8.617234468937874647e-02 8.836678344776291993e-01
8.607450809900495103e-02 8.837675350701401644e-01
8.416833667334669422e-02 8.857071454542556621e-01
8.410516741624222969e-02 8.857715430861722306e-01
8.216432865731462809e-02 8.877473510089533004e-01
8.213667717866253437e-02 8.877755511022042967e-01
8.016820857594389449e-02 8.897795591182363628e-01
8.016032064128256196e-02 8.897875664550264352e-01
7.819786377174960113e-02 8.917835671342684289e-01
7.815631262525049583e-02 8.918257681468165776e-01
7.622827870836781927e-02 8.937875751503004951e-01
7.615230460921842970e-02 8.938647756398188093e-01
7.425945637679667866e-02 8.957915831663325612e-01
7.414829659318636357e-02 8.959045930361922982e-01
7.229139979440207808e-02 8.977955911823646273e-01
7.214428857715429744e-02 8.979452244625485413e-01
7.032411200520298500e-02 8.997995991983968045e-01
7.014028056112224518e-02 8.999866740701963908e-01
6.835759608014929656e-02 9.018036072144287596e-01
6.813627254509017905e-02 9.020289460353896338e-01
6.639185511739326140e-02 9.038076152304608257e-01
6.613226452905811292e-02 9.040720445595779031e-01
6.442689224255851443e-02 9.058116232464930029e-01
6.412825651302604679e-02 9.061159738696648036e-01
6.246271060900025762e-02 9.078156312625249580e-01
6.212424849699398066e-02 9.081607382182668164e-01
6.049931339806319253e-02 9.098196392785570241e-01
6.012024048096192147e-02 9.102063418839791975e-01
5.853670381933173683e-02 9.118236472945890903e-01
5.811623246492986228e-02 9.122527891716440962e-01
5.657488511087685468e-02 9.138276553106211564e-01
5.611222444889778921e-02 9.143000844126238924e-01
5.461386053949706526e-02 9.158316633266532225e-01
5.410821643286573002e-02 9.163482319650784191e-01
5.265363340095514932e-02 9.178356713426853997e-01
5.210420841683366389e-02 9.183972362142456269e-01
5.069420702020872860e-02 9.198396793587173548e-01
5.010020040080159776e-02 9.204471015727271332e-01
4.873558475163829173e-02 9.218436873747493099e-01
4.809619238476953162e-02 9.224978324807777685e-01
4.677776997926848257e-02 9.238476953907814870e-01
4.609218436873747243e-02 9.245494334065977871e-01
4.482076611698643243e-02 9.258517034068134421e-01
4.408817635270539936e-02 9.266019088466310727e-01
4.286457660875456210e-02 9.278557114228456193e-01
4.208416833667334017e-02 9.286552633258651213e-01
4.090920492882151038e-02 9.298597194388776854e-01
4.008016032064128098e-02 9.307095013981376841e-01
3.895465458192589464e-02 9.318637274549097516e-01
3.807615230460921485e-02 9.327646276464439667e-01
3.700092910349813552e-02 9.338677354709419287e-01
3.607214428857714872e-02 9.348206466832494899e-01
3.504803205985902725e-02 9.358717434869738838e-01
3.406813627254508953e-02 9.368775631508087232e-01
3.309596704841190340e-02 9.378757515030059499e-01
3.206412825651302340e-02 9.389353817214816100e-01
3.114473769783570462e-02 9.398797595190380161e-01
3.006012024048095727e-02 9.409941070980619715e-01
2.919434766827053510e-02 9.418837675350699712e-01
2.805611222444889460e-02 9.430537440141019134e-01
2.724480065150281308e-02 9.438877755511021483e-01
2.605210420841683194e-02 9.451142972342455595e-01
2.529610037114547044e-02 9.458917835671342145e-01
2.404809619238476581e-02 9.471757715545628953e-01
2.334825058281797192e-02 9.478957915831662806e-01
2.204408817635270315e-02 9.492381718028903848e-01
2.140125507432096008e-02 9.498997995991983467e-01
2.004008016032064049e-02 9.513015028391729189e-01
1.945511766581003651e-02 9.519038076152304129e-01
1.803607214428857436e-02 9.533657695558096501e-01
1.750984220996605958e-02 9.539078156312623680e-01
1.603206412825651170e-02 9.554309768780048229e-01
1.556543259216501898e-02 9.559118236472945451e-01
1.402805611222444730e-02 9.574971297641214907e-01
1.362189273064383539e-02 9.579158316633267223e-01
1.202404809619238291e-02 9.595642332060376756e-01
1.167922657666581841e-02 9.599198396793586774e-01
1.002004008016032024e-02 9.616322922295104103e-01
9.737438114684419249e-03 9.619238476953907435e-01
8.016032064128255849e-03 9.637013118945361168e-01
7.796531362504138460e-03 9.639278557114228096e-01
6.012024048096191453e-03 9.657712972957223085e-01
5.856510371441506560e-03 9.659318637274548758e-01
4.008016032064127925e-03 9.678422535626575174e-01
3.917379226484171174e-03 9.679358717434869419e-01
2.004008016032063962e-03 9.699141858602876587e-01
1.979142046449600817e-03 9.699398797595190080e-01
3.781439969187177716e-05 9.719438877755509631e-01
0.000000000000000000e+00 9.719829103270589687e-01
0.000000000000000000e+00 9.316025809580702477e-01
1.728878428782685888e-03 9.298597194388776854e-01
2.004008016032063962e-03 9.295813649525418443e-01
3.715111271423102851e-03 9.278557114228457303e-01
4.008016032064127925e-03 9.275592317206882154e-01
5.700446831242467725e-03 9.258517034068135532e-01
6.012024048096191453e-03 9.255361718221108980e-01
7.684877031476524192e-03 9.238476953907814870e-01
8.016032064128255849e-03 9.235121756312194563e-01
9.668393633620223082e-03 9.218436873747494209e-01
1.002004008016032024e-02 9.214872333319561459e-01
1.165098823216210132e-02 9.198396793587174658e-01
1.202404809619238291e-02 9.194613349123265111e-01
1.363265224910772087e-02 9.178356713426853997e-01
1.402805611222444904e-02 9.174344701587222595e-01
1.561337692828879305e-02 9.158316633266532225e-01
1.603206412825651170e-02 9.154066286500408545e-01
1.759315332943989230e-02 9.138276553106211564e-01
1.803607214428857436e-02 9.133777997515752922e-01
1.957197232204041168e-02 9.118236472945889792e-01
2.004008016032064049e-02 9.113479726086797239e-01
2.154982457890582126e-02 9.098196392785570241e-01
2.204408817635270315e-02 9.093171361401882757e-01
2.352670056951956107e-02 9.078156312625248470e-01
2.404809619238476581e-02 9.072852790315846239e-01
2.550259055309260503e-02 9.058116232464928919e-01
2.605210420841683541e-02 9.052523897279047826e-01
2.747748457133936117e-02 9.038076152304608257e-01
2.805611222444889460e-02 9.032184564263645576e-01
2.945137244095485940e-02 9.018036072144288706e-01
3.006012024048095727e-02 9.011834670686958981e-01
3.142424374578331459e-02 8.997995991983966935e-01
3.206412825651302340e-02 8.991474093331826012e-01
3.339608782865835512e-02 8.977955911823646273e-01
3.406813627254508259e-02 8.971102706263741622e-01
3.536689378290432118e-02 8.957915831663325612e-01
3.607214428857714872e-02 8.950720380744719984e-01
3.733665044348003642e-02 8.937875751503006061e-01
3.807615230460921485e-02 8.930326985143623997e-01
3.930534637774869139e-02 8.917835671342684289e-01
4.008016032064128098e-02 8.909922384842863252e-01
4.127296987585695603e-02 8.897795591182363628e-01
4.208416833667334017e-02 8.889506442141256182e-01
4.323950894070182488e-02 8.877755511022042967e-01
4.408817635270540630e-02 8.869079016152869865e-01
4.520495127746899239e-02 8.857715430861722306e-01
4.609218436873747243e-02 8.848639962701632111e-01
4.716928428271865981e-02 8.837675350701401644e-01
4.809619238476953162e-02 8.828189134211530398e-01
4.913249503299838006e-02 8.817635270541080983e-01
5.010020040080159776e-02 8.807726379592157873e-01
5.109457027295813414e-02 8.797595190380760322e-01
5.210420841683366389e-02 8.787251544119361046e-01
5.305549640294429659e-02 8.777555110220439660e-01
5.410821643286573002e-02 8.766764469310801555e-01
5.501525946604594181e-02 8.757515030060118999e-01
5.611222444889779615e-02 8.746264992796051185e-01
5.697384513456264787e-02 8.737474949899798338e-01
5.811623246492986228e-02 8.725752948181115798e-01
5.893123869587109376e-02 8.717434869739478787e-01
6.012024048096192147e-02 8.705228164906917421e-01
6.088742503765283420e-02 8.697394789579158125e-01
6.212424849699398066e-02 8.684690468101559091e-01
6.284238863245128481e-02 8.677354709418836354e-01
6.412825651302604679e-02 8.664139678425956115e-01
6.479611352152742088e-02 8.657314629258516803e-01
6.613226452905811292e-02 8.643575611912548418e-01
6.674858329797145329e-02 8.637274549098195031e-01
6.813627254509017905e-02 8.622998079796680981e-01
6.869978108903396219e-02 8.617234468937875480e-01
7.014028056112224518e-02 8.602406888340292657e-01
7.064968953763567372e-02 8.597194388777554819e-01
7.214428857715429744e-02 8.581801838647449276e-01
7.259829078300633620e-02 8.577154308617234157e-01
7.414829659318636357e-02 8.561182726471372462e-01
7.454556644041251956e-02 8.557114228456913496e-01
7.615230460921842970e-02 8.540549342012369038e-01
7.649149757991766108e-02 8.537074148296592835e-01
7.815631262525049583e-02 8.519901469706272490e-01
7.843606470412409215e-02 8.517034068136272174e-01
8.016032064128256196e-02 8.499238888002818015e-01
8.037924772484036917e-02 8.496993987975951512e-01
8.216432865731462809e-02 8.478561369133380543e-01
8.232102593861090334e-02 8.476953907815630851e-01
8.416833667334668034e-02 8.457868678867505041e-01
8.426137800104487041e-02 8.456913827655310190e-01
8.617234468937874647e-02 8.437160576257568545e-01
8.620028189987494205e-02 8.436873747494989528e-01
8.814135831528492615e-02 8.416833667334668867e-01
8.817635270541082648e-02 8.416470237991212633e-01
9.008374544503035264e-02 8.396793587174348206e-01
9.018036072144287874e-02 8.395789619721450991e-01
9.202479662682618022e-02 8.376753507014027544e-01
9.218436873747494487e-02 8.375094366275916968e-01
9.396449122485270311e-02 8.356713426853706883e-01
9.418837675350701100e-02 8.354384237722422002e-01
9.590280793453806463e-02 8.336673346693386222e-01
9.619238476953906325e-02 8.333658986880574382e-01
9.783972475352480103e-02 8.316633266533065560e-01
9.819639278557112938e-02 8.312918359019332293e-01
9.977521895114332962e-02 8.296593186372744899e-01
1.002004008016031955e-01 8.292162091538971547e-01
1.017092670363056034e-01 8.276553106212423128e-01
1.022044088176352478e-01 8.271389913636506552e-01
1.036418447237213991e-01 8.256513026052103577e-01
1.042084168336673278e-01 8.250601545953571980e-01
1.055729268983332525e-01 8.236472945891781805e-01
1.062124248496993939e-01 8.229796700205662674e-01
1.075024875778599620e-01 8.216432865731462254e-01
1.082164328657314600e-01 8.208975078791601598e-01
1.094304998733318934e-01 8.196392785571141593e-01
1.102204408817635262e-01 8.188136374381991267e-01
1.113569359474863019e-01 8.176352705410820931e-01
1.122244488977955784e-01 8.167280269485268640e-01
1.132817669708906239e-01 8.156312625250501380e-01
1.142284569138276445e-01 8.146406435990047878e-01
1.152049630756445536e-01 8.136272545090179609e-01
1.162324649298597107e-01 8.125514534682085621e-01
1.171264933065032376e-01 8.116232464929858947e-01
1.182364729458917768e-01 8.104604214734347778e-01
1.190463255692520150e-01 8.096192384769538286e-01
1.202404809619238429e-01 8.083675113168325987e-01
1.209644265761490450e-01 8.076152304609217625e-01
1.222444889779558952e-01 8.062726854284745226e-01
1.228807617882414216e-01 8.056112224448896963e-01
1.242484969939879613e-01 8.041759049061613096e-01
1.247952953543381704e-01 8.036072144288576302e-01
1.262525050100200275e-01 8.020771294517391459e-01
1.267079900464149478e-01 8.016032064128255641e-01
1.282565130260520936e-01 7.999763173036950059e-01
1.286188071912008346e-01 7.995991983967934980e-01
1.302605210420841597e-01 7.978734251657700893e-01
1.305277065976812034e-01 7.975951903807614318e-01
1.322645290581162258e-01 7.957684081313185498e-01
1.324346464802260981e-01 7.955911823647294767e-01
1.342685370741482920e-01 7.936612196031135325e-01
1.343395833770353875e-01 7.935871743486972996e-01
1.362452497768062432e-01 7.915831663326652334e-01
1.362725450901803581e-01 7.915542590497388620e-01
1.381556206946838727e-01 7.895791583166331673e-01
1.382765531062124242e-01 7.894510006568861149e-01
1.400641161037690374e-01 7.875751503006009901e-01
1.402805611222444904e-01 7.873456242934407934e-01
1.419706933768592472e-01 7.855711422845690350e-01
1.422845691382765287e-01 7.852380808989339878e-01
1.438753081107874976e-01 7.835671342685368579e-01
1.442885771543085949e-01 7.831283194486731158e-01
1.457779140318133659e-01 7.815631262525049028e-01
1.462925851703406610e-01 7.810162868494692212e-01
1.476784628949395772e-01 7.795591182364728366e-01
1.482965931863727271e-01 7.789019278286306580e-01
1.495769043766879136e-01 7.775551102204407705e-01
1.503006012024047933e-01 7.767851848156941408e-01
1.514731859608330344e-01 7.755511022044088154e-01
1.523046092184368594e-01 7.746659978163550342e-01
1.533672528165456739e-01 7.735470941883766383e-01
1.543086172344689255e-01 7.725443042779704950e-01
1.552590476683450293e-01 7.715430861723445721e-01
1.563126252505009917e-01 7.704200389459902043e-01
1.571485106572107771e-01 7.695390781563125060e-01
1.583166332665330578e-01 7.682931337105762815e-01
1.590355791921384543e-01 7.675350701402805509e-01
1.603206412825651239e-01 7.661635174426402184e-01
1.609201877913633560e-01 7.655310621242484848e-01
1.623246492985971901e-01 7.640311158184178719e-01
1.628022679123941330e-01 7.635270541082164186e-01
1.643286573146292562e-01 7.618958511316564763e-01
1.646817477699283883e-01 7.615230460921843525e-01
1.663326653306613223e-01 7.597576420923629614e-01
1.665585521406184044e-01 7.595190380761522864e-01
1.683366733466933607e-01 7.576164036109990230e-01
1.684326021535696161e-01 7.575150300601202202e-01
1.703071299097076718e-01 7.555110220440881541e-01
1.703406813627254268e-01 7.554748276978912047e-01
1.721876880608343985e-01 7.535070140280561990e-01
1.723446893787574929e-01 7.533375160092031786e-01
1.740656103047213132e-01 7.515030060120240218e-01
1.743486973947895313e-01 7.511971522029298187e-01
1.759408159167207553e-01 7.494989979959919557e-01
1.763527054108216252e-01 7.490536416614712589e-01
1.778132200845791155e-01 7.474949899799598896e-01
1.783567134268536913e-01 7.469068850204387822e-01
1.796827336459797808e-01 7.454909819639278235e-01
1.803607214428857575e-01 7.447567778599184507e-01
1.815492628055962454e-01 7.434869739478957573e-01
1.823647294589177958e-01 7.426032103713262611e-01
1.834127088297539954e-01 7.414829659318636912e-01
1.843687374749498897e-01 7.404460669975603260e-01
1.852729677166041755e-01 7.394789579158316251e-01
1.863727454909819559e-01 7.382852260439313197e-01
1.871299298394784039e-01 7.374749498997995589e-01
1.883767535070140220e-01 7.361205592570605472e-01
1.889834795608410223e-01 7.354709418837674928e-01
1.903807615230461159e-01 7.339519313686272417e-01
1.908334948139649156e-01 7.334669338677355377e-01
1.923847695390781265e-01 7.317791996004969768e-01
1.926798466491312090e-01 7.314629258517033605e-01
1.943887775551101926e-01 7.296022131273640632e-01
1.945223987407881661e-01 7.294589178356712944e-01
1.963637866459045922e-01 7.274549098196392283e-01
1.963927855711422588e-01 7.274230122924704167e-01
1.982132131349322035e-01 7.254509018036071621e-01
1.983967935871743526e-01 7.252487757407691804e-01
2.000589101803275649e-01 7.234468937875750960e-01
2.004008016032063910e-01 7.230700961439688879e-01
2.019007322959463502e-01 7.214428857715430299e-01
2.024048096192384572e-01 7.208867962430546283e-01
2.037385252352497678e-01 7.194388777555109638e-01
2.044088176352705233e-01 7.186986879308792098e-01
2.055721253219993661e-01 7.174348697394788976e-01
2.064128256513025894e-01 7.165055713999015641e-01
2.074013587185459806e-01 7.154308617234468315e-01
2.084168336673346555e-01 7.143072342083307547e-01
2.092260406248098170e-01 7.134268537074147654e-01
2.104208416833667217e-01 7.121034502554119960e-01
2.110459744001611515e-01 7.114228456913826992e-01
2.124248496993987878e-01 7.098939786553747355e-01
2.128609505993958873e-01 7.094188376753506331e-01
2.144288577154308539e-01 7.076785624981513090e-01
2.146707459128287809e-01 7.074148296593185670e-01
2.164328657314629201e-01 7.054569274833610848e-01
2.164751219991856435e-01 7.054108216432865008e-01
2.182877790272029217e-01 7.034068136272544347e-01
2.184368737474949584e-01 7.032390417790869153e-01
2.200988090903843730e-01 7.014028056112224796e-01
2.204408817635270246e-01 7.010173693239872827e-01
2.219043685517473330e-01 6.993987975951903024e-01
2.224448897795590629e-01 6.987889319580313785e-01
2.237041915374466949e-01 6.973947895791582363e-01
2.244488977955911846e-01 6.965533867220257136e-01
2.254979931316024033e-01 6.953907815631261702e-01
2.264529058116232230e-01 6.943103650499644619e-01
2.272854676408326280e-01 6.933867735470941041e-01
2.284569138276552891e-01 6.920594703217854970e-01
2.290662866652439233e-01 6.913827655310620379e-01
2.304609218436873552e-01 6.898002751300776891e-01
2.308400969502056310e-01 6.893787575150299718e-01
2.324649298597193936e-01 6.875323182209543971e-01
2.326065179892795043e-01 6.873747494989979057e-01
